u_1,rel_err_u_normal,rel_err_alpha_normal,rel_err_h_normal,rel_err_u_alpha,rel_err_alpha_alpha,rel_err_h_alpha
-0.814,3.7134447952413695e-05,0.0013887201686508686,0.00018630158757545294,0.002356077845326623,0.08950741444056234,0.00181216404484327
-0.812,7.21289332458757e-05,0.002637462530326182,0.00018970068569831508,0.0024171393028437644,0.08983436748719166,0.0019532395066591997
-0.81,0.00010793621983625032,0.003861360194728562,0.00019449770226388012,0.0024758115249356462,0.09003758412348571,0.002094729525137993
-0.808,0.00014432611537567078,0.005053088503687957,0.00020262200246359412,0.0025321149156332223,0.09012547661336509,0.0022368445775463176
-0.806,0.00018112942391874655,0.0062080607980605895,0.0002109171893414567,0.0025858118975266016,0.0900967837690228,0.002379111352389339
-0.804,0.00021831916739727152,0.007326891762314726,0.0002211940899481331,0.002636944604138739,0.08996023075557721,0.0025216677261967638
-0.802,0.0002557099225962913,0.008404979693853586,0.00023416157859183862,0.002685347686781939,0.0897169318044854,0.0026641940556237434
-0.8,0.000293313330377551,0.009444498336702772,0.00024811582331011375,0.002730971665309891,0.08937192219855969,0.0028068862216849115
-0.798,0.00033090868531652037,0.010440154811111308,0.0002638182986893875,0.0027738239970176402,0.08893183577978302,0.0029487323317647198
-0.796,0.0003683906107125776,0.011390696833774465,0.00028077516021151916,0.0028138420107337095,0.0884006674845577,0.0030901164141164694
-0.794,0.0004056266710643749,0.012294201407091953,0.0003001700958862772,0.002850810691713962,0.08777744246523153,0.0032312362845990407
-0.792,0.00044256899445630865,0.013151467995503496,0.0003206654789808067,0.0028847838312607336,0.08706964553537676,0.00337125982212455
-0.79,0.00047910165010151337,0.013961300401763101,0.0003425509965390021,0.002915701075995946,0.08628085315930654,0.003510235879380964
-0.788,0.0005150690528591839,0.014721508986549269,0.00036498783215391494,0.0029434257550239903,0.08541221471557255,0.0036486288204518238
-0.786,0.0005504776644698772,0.015434680314381393,0.00038956313831167976,0.002968002328130572,0.0844701415357423,0.003785585129984362
-0.784,0.0005851161684229392,0.016097249675679444,0.000414343162573473,0.0029892892453569618,0.08345536296977142,0.003921458541563491
-0.782,0.0006189938609483074,0.016711943800705033,0.00044024031241338184,0.0030073868528512245,0.08237538772583293,0.004055419923839647
-0.78,0.0006518255824131165,0.01727350929488617,0.00046801777385178944,0.003022051239772935,0.08122782243486215,0.004188505103154838
-0.778,0.0006837909070056168,0.01778926104668025,0.0004964527824084572,0.0030334443795339474,0.08002142790198656,0.00431948277542093
-0.776,0.0007146307291470786,0.01825478869362024,0.0005251040543826142,0.003041358920050298,0.07875465623792745,0.004448986168703929
-0.774,0.0007442513676534886,0.018670208204238644,0.0005552099974330907,0.003045774296460325,0.07743097082579746,0.004577069899856091
-0.772,0.0007727224412424047,0.019039716329025607,0.0005855909950037488,0.003046744195630549,0.07605553337093061,0.004702687054884161
-0.77,0.0007998415213907906,0.019360647818372777,0.0006167925542808437,0.003044193484116085,0.07462997838185982,0.004826327476330787
-0.768,0.0008255299570524573,0.01963352148056471,0.0006480672189309344,0.003038082340165366,0.07315674069839849,0.004948180567711538
-0.766,0.0008497439357848849,0.019859681590283153,0.0006800171361020029,0.0030283111622813053,0.0716366934621826,0.005068038221362378
-0.764,0.0008724580040799024,0.020040846093795965,0.0007123735481835048,0.003014958570572321,0.07007490596732148,0.00518533931023614
-0.762,0.0008936676156028699,0.02017913060778325,0.0007445131849624784,0.0029980103030976123,0.06847397952171644,0.0053002100935101975
-0.76,0.0009131137357386988,0.020270868932547453,0.000777496252705818,0.0029773092886139513,0.06683311498298433,0.005413039575777239
-0.758,0.0009309580066543539,0.020321901814183387,0.0008107011724711264,0.002952905991220537,0.06515625543544762,0.005523244919445486
-0.756,0.0009469795142824584,0.02032946789240111,0.0008439077071748777,0.0029247525179868206,0.06344494122903596,0.005631262907989899
-0.754,0.0009612398717516381,0.020297013479725498,0.0008767270298211749,0.0028928708586344505,0.06170215119185635,0.005736555222823722
-0.752,0.0009736738709652283,0.020225146318877587,0.0009101245930836624,0.002857202526329024,0.05992897757737883,0.005839460890507196
-0.75,0.0009842188163495357,0.0201145160300674,0.0009438033229702825,0.0028177618390891725,0.058127987626353,0.005939435494601142
-0.748,0.0009929572270525632,0.019968693846061873,0.0009761491328924603,0.0027746196018748033,0.056302762732004616,0.006036334945824935
-0.746,0.0009996256015973198,0.019784169314077445,0.0010087626052301018,0.002727613242364654,0.054451944277954495,0.006130798955686388
-0.744,0.0010044156210818776,0.01956658786330596,0.0010417395035543177,0.0026767234073887267,0.05257713027545065,0.006222532601366938
-0.742,0.0010071328692035967,0.01931382777207584,0.0010738544048673377,0.0026219527723294615,0.05068026295457647,0.006311497909678981
-0.74,0.0010079835465967304,0.019031520745255343,0.0011060034962432613,0.0025635019092907045,0.04876698574799789,0.006397099981667115
-0.738,0.0010066364114329335,0.018714934704616864,0.0011375693321790266,0.0025010802627421975,0.046833284714152344,0.006480245987129498
-0.736,0.001003399895387928,0.01837141144303714,0.0011679491816519887,0.0024347750471795516,0.044882455504256985,0.006560375535978218
-0.734,0.0009980878444868807,0.01799890839629835,0.0011982843928771217,0.0023646278105512635,0.042916757825117204,0.006637375141454084
-0.732,0.0009905693653179549,0.017596507145219185,0.0012284381658170345,0.00229063083367283,0.04093742739025072,0.006711195086511577
-0.73,0.0009811947888642167,0.017171819926637615,0.001257711082019654,0.0022127100213641215,0.03894444866287478,0.0067819936684964865
-0.728,0.0009696894177131958,0.016722022855196472,0.001286180108424112,0.002130924651503957,0.036940969521257416,0.00684979330045242
-0.726,0.0009561406531960874,0.016248205615584665,0.0013138168999510466,0.0020454091611564564,0.03492880342202529,0.006914462663180096
-0.724,0.0009405154146264266,0.015751799042348302,0.0013411108687872238,0.0019557883677887226,0.03290341975754181,0.006975953309546757
-0.722,0.0009228673085511318,0.015234801881174403,0.0013673692898498097,0.0018624663359601708,0.030872791790233344,0.007034192442348358
-0.72,0.0009032266103516625,0.014698727769081979,0.0013932646885220505,0.0017652665640430286,0.028834859152765322,0.007089313988137887
-0.718,0.0008814210402041301,0.01414175144199322,0.0014181779992076266,0.0016641817578119443,0.026790426537217447,0.007141126603451652
-0.716,0.0008578277863216069,0.013570882724156923,0.0014415005540504497,0.0015592829110869335,0.024741500728341432,0.007190081010442253
-0.714,0.0008321029922295635,0.012981459924407098,0.0014651077248095392,0.0014504980476184044,0.022687718892926995,0.007235526351551436
-0.712,0.0008044744802289116,0.012377910514798736,0.0014864270019232042,0.001338017171624449,0.020632799299737964,0.007277549699200115
-0.71,0.0007748587131099525,0.011759684712474197,0.0015081367253197676,0.001221640692025125,0.018574288025363355,0.007316444603990098
-0.708,0.0007434583629957199,0.011130565289655782,0.001527682943358281,0.0011015902734750704,0.016516212357644475,0.007351787454847318
-0.706,0.000710090153015007,0.010488417726862959,0.0015470415371038727,0.0009777046210369034,0.014456680506727361,0.007384089311699421
-0.704,0.0006748927807544658,0.009835930314314026,0.001565136128563793,0.0008501451101864668,0.012398624331641536,0.007412704260882108
-0.702,0.0006379359899337694,0.009174657247613401,0.0015819700320075533,0.0007188078590788768,0.010340978653694101,0.0074386531419889145
-0.7,0.0005991655636792484,0.008504309240862887,0.0015978986117689458,0.0005837406980886029,0.008284889731819556,0.007460968857073156
-0.698,0.0005587349616014084,0.00782752940335703,0.0016131418958088275,0.00044512042255084877,0.006233243209695377,0.007479717038302879
-0.696,0.0005163826313300857,0.007141074343657487,0.0016271476784833986,0.0003027447293946104,0.004183515140382924,0.007495413578548327
-0.694,0.000472538192254332,0.006451321618755048,0.0016395669878586233,0.0001569670323998041,0.002140893721085641,0.007507459515107796
-0.692,0.00042711416912230446,0.0057573417953738675,0.0016510880244745949,7.335787175374761e-06,9.944604892974309e-05,0.0075164391813382645
-0.69,0.0003799906633654166,0.005057819959881433,0.0016620671082598075,0.0001456472468563309,0.0019337939734272692,0.007521819713400961
-0.688,0.00033144874744310294,0.004356783653157876,0.0016706117755166377,0.0003021355396840576,0.003960757166886251,0.007523762478338505
-0.686,0.00028138904095557086,0.0036531146011064175,0.0016791071349853593,0.00046228197331097987,0.005983273162943391,0.007522831183141106
-0.684,0.00022997629404083815,0.002949138027831626,0.001685872150741762,0.0006257708237413584,0.007997107596858717,0.007518320832039924
-0.682,0.0001770919797508625,0.00224347311401646,0.0016917882133191662,0.0007927140772510127,0.010003637981800245,0.007510762969497488
-0.68,0.00012298329474200563,0.0015393828580883282,0.00169656494815256,0.0009629318281341071,0.012000553744681525,0.0074992203610435544
-0.678,6.751492232897476e-05,0.0008352401911440901,0.001700165253525684,0.0011364574836455713,0.013988287246598174,0.007484782705651931
-0.676,1.0867518940027109e-05,0.00013335406523043664,0.001702608754814939,0.0013132958382666268,0.015966911534097388,0.007466921717498436
-0.674,4.693640525542307e-05,0.0005659878573853431,0.0017040213121324369,0.0014932613931700502,0.017934231101814056,0.007445262757819108
-0.672,0.00010592220201642826,0.001263084871277347,0.0017040911266695514,0.0016766928827435397,0.01989435456872501,0.007421366353024302
-0.67,0.00016586228590617855,0.00195524386807538,0.001702363646158169,0.0018629735784234625,0.02184006341336832,0.007393438587805415
-0.668,0.0002268135000603545,0.0026432130156796205,0.0017005702176135055,0.0020524163353520405,0.023775200312209543,0.00736216388380367
-0.666,0.0002887198995950855,0.0033264104301056973,0.0016972802166343262,0.002244897449178899,0.02569846800406289,0.007327888580580729
-0.664,0.00035148959470406764,0.004003874847123168,0.0016927028084731694,0.0024403803582428688,0.027609619438189698,0.007290122648896065
-0.662,0.00041509849691643235,0.004675454574822062,0.0016871039414219008,0.0026387277578619524,0.029507311653859843,0.007249175795960909
-0.66,0.0004794441267795327,0.00534013603353637,0.001680458224423171,0.0028399344343015983,0.03139172205247591,0.007204867590559135
-0.658,0.0005445793899603,0.005998662993375612,0.0016720988869055016,0.0030440033192628366,0.03326311673438426,0.00715757069361064
-0.656,0.0006102390894733595,0.006648290173056351,0.001663206590119067,0.0032507008987740734,0.03511922987816978,0.007106817788578639
-0.654,0.00067655319211245,0.007290646211547052,0.00165357532264798,0.003460241175279655,0.03696263959637561,0.007053093393136445
-0.652,0.0007433519620587497,0.007924104134793535,0.0016418056117851933,0.00367221848132892,0.03878934162054881,0.006995840917384893
-0.65,0.0008105794175516674,0.00854830751320519,0.0016293469149703025,0.003886999900805113,0.04060350130495546,0.0069358065842047125
-0.648,0.0008782996412153991,0.00916416793525074,0.0016159086231644125,0.004104114991105632,0.042400556723067556,0.006872394163524959
-0.646,0.0009462170354381936,0.009768858351565376,0.0016017049539911532,0.004323621872186527,0.04418149303002218,0.0068056613615439035
-0.644,0.0010145457331108023,0.010364866523859118,0.0015865050050525833,0.004545684878564662,0.04594831833647786,0.006736372801292411
-0.642,0.0010830439808287465,0.01094998428686806,0.0015695302906642821,0.004769759998986647,0.0476959756605284,0.006663294605876042
-0.64,0.0011517062623872894,0.011524454499152433,0.0015522133213351516,0.004996262179867854,0.04942898947276149,0.006587653275005072
-0.638,0.001220510322804801,0.012088347789533193,0.001533986638343188,0.005224769706330404,0.05114362693795974,0.006508523869937752
-0.636,0.0012892941205984573,0.012640369449170383,0.0015145368585368075,0.005455473153148813,0.052842164206997284,0.006426642503080589
-0.634,0.0013581181224201154,0.013181431539921944,0.0014936043656584913,0.005688175972471037,0.05452313561851866,0.006341796088207509
-0.632,0.001426803729109922,0.013710124254015566,0.0014722430972536596,0.005922731558801651,0.05618561214728562,0.006253674487600876
-0.63,0.001495398646006475,0.01422724097180883,0.0014496492264895772,0.006159097629286235,0.05782967467881911,0.006162525578786275
-0.628,0.0015638581627771026,0.014732679375230848,0.0014260802972903286,0.006397393918737868,0.059456886999067315,0.006068703387326036
-0.626,0.0016320402581334065,0.015225440015626267,0.001402859930084661,0.0066372793052854595,0.061064591364061054,0.005971860119315479
-0.624,0.0016998561013201186,0.015705054157522977,0.0013776291789093379,0.006878884078842277,0.06265446140552476,0.005872156514903818
-0.622,0.001767351175924376,0.016172296792593965,0.0013521748630329464,0.0071219486464189985,0.06422465974382659,0.005769454250762395
-0.62,0.001834394808369836,0.016626326729384123,0.001325254652992515,0.007366399893633998,0.06577506357002967,0.005663821083144873
-0.618,0.001901071396807853,0.017068258182261677,0.0012979579606437334,0.007612333597254176,0.0673070247694118,0.005555531691099313
-0.616,0.0019672061381045018,0.017496871987865065,0.0012695549010422922,0.007859635269254232,0.06882004353073694,0.0054443580330311514
-0.614,0.002032732871989888,0.017911948994576345,0.0012410436527921951,0.008108025125122143,0.07031224297788669,0.005330481305593962
-0.612,0.002097616992830325,0.01831355415743051,0.0012105825542826647,0.008357614776633578,0.07178511638520495,0.005213883627096554
-0.61,0.002161829151531695,0.01870179712185077,0.0011802959085306197,0.008608213747049315,0.07323759007810082,0.005094347064061273
-0.608,0.0022253453662225363,0.019076831025504292,0.0011491613856687685,0.008859832747822502,0.07467029564899023,0.004972063829194178
-0.606,0.0022880907367302,0.019438375074828134,0.001116666150059686,0.00911228639549393,0.07608224562357997,0.004847434132199605
-0.604,0.002350050800230259,0.01978666600571277,0.0010841355940024065,0.009365535931371759,0.07747368054289595,0.00471984253650496
-0.602,0.00241107322886055,0.02012079007584377,0.0010509625720599835,0.0096194888228538,0.07884440646686076,0.004589696009522517
-0.6,0.0024712091041692048,0.020441539564155974,0.0010168476297318667,0.009874115794120666,0.08019474303486367,0.0044567928430591
-0.598,0.002530429766206711,0.020749030425634023,0.000982925730796974,0.010129272495461335,0.08152409903481511,0.004321956873914813
-0.596,0.002588593581442892,0.021042463297084167,0.0009478812645590842,0.010384876943134749,0.08283239490102114,0.004184174702612692
-0.594,0.002645797723828799,0.02132297982392294,0.0009117293686177439,0.010640912448502139,0.08412006145829419,0.004043969753745463
-0.592,0.0027018186770762296,0.02158913775780467,0.0008759243136325592,0.010897119982843794,0.08538566767103273,0.0039010496053117336
-0.59,0.0027568241788818357,0.021842624421356174,0.0008389508893777389,0.011153551100579055,0.08663018817889702,0.0037560477601167263
-0.588,0.0028105053134602075,0.022081351153226094,0.0008021687015345752,0.01141010783657336,0.08785344531275673,0.0036084724158739418
-0.586,0.002863132763222642,0.022307785492822176,0.0007641679111432678,0.011666631462373706,0.0890548199712943,0.0034585528016657092
-0.584,0.0029145886381027365,0.022521331645322735,0.0007268305638955812,0.011923125070693132,0.0902349100156164,0.003306315808042612
-0.582,0.0029646000603089375,0.02272023453461846,0.0006880297527499208,0.012179468511561342,0.09139339606666687,0.0031516880779180545
-0.58,0.0030133950598792104,0.022906578380209507,0.0006486242433476198,0.012435609351484706,0.09253046289857862,0.0029949079949872018
-0.578,0.003060769431520348,0.023079143932076045,0.0006095815698705956,0.012691400615828847,0.09364561382976266,0.0028358045274454752
-0.576,0.0031068700576781638,0.023239359305309758,0.0005698091552340148,0.012946696594058772,0.09473838103221885,0.0026746217779987868
-0.574,0.0031514660459107673,0.023385823988933633,0.0005297639225911114,0.013201554541661175,0.0958097459889419,0.0025109868650606613
-0.572,0.003194714920444987,0.023520021394325113,0.00048980331590737,0.013455768867023545,0.09685882228331893,0.002345252401489378
-0.57,0.0032365216738039397,0.02364155719608509,0.0004488384554576108,0.013709372417117501,0.09788640812683136,0.002177774620861487
-0.568,0.003276793175378401,0.02375006311266003,0.00040826676816197843,0.013962198604597291,0.09889190657411946,0.0020077731288779886
-0.566,0.003315538241244594,0.023845910356586474,0.0003677291217794242,0.014214150871269256,0.09987521972797773,0.0018359195823942868
-0.564,0.0033527371744078672,0.023929256864474176,0.00032614055241294356,0.014465065534268793,0.1008358009106687,0.0016621633830359323
-0.562,0.00338844208560027,0.024000760786045256,0.00028418126047879353,0.014715167906558592,0.10177573157873467,0.0014862481450623778
-0.56,0.0034225066607866525,0.024059675714224155,0.000242327920951469,0.014964020509645053,0.10269261869882093,0.0013084388494254934
-0.558,0.003454956509496635,0.024106468402770722,0.0002005404610206586,0.015211679773475718,0.10358740644386591,0.0011287953340834076
-0.556,0.0034858225324464827,0.024141628074363045,0.00015825981200921066,0.01545813755771731,0.10446058767810935,0.0009473797521891278
-0.554,0.0035150014657047176,0.02416471383920986,0.00011628264584268326,0.015703118069200064,0.10531090223872962,0.0007638394371979008
-0.552,0.003542602122443428,0.02417673433321785,7.426233535743403e-05,0.01594685653866178,0.10614042412606503,0.0005787618454848516
-0.55,0.003568386917257124,0.024176339007648994,3.153969066881592e-05,0.01618884295561038,0.10694639753542588,0.0003916938966010849
-0.548,0.0035926502020097693,0.024165767923700683,1.0453938316913104e-05,0.016429358528219487,0.1077311739166036,0.000203019275411745
