u_1,err_u,rel_err_u,err_alpha,rel_err_alpha,err_h,rel_err_h
-0.74,0.0003543200824597248,0.0002848173280102245,0.006666925776464044,0.005359154277998965,0.00019146693973048912,0.00015390914846756204
-0.738,0.00036177714366836256,0.0002910897577481668,0.0067034220187619075,0.0053936450261597105,0.00017947841578513923,0.00014441025224029292
-0.736,0.00036866184657191603,0.00029691273211389694,0.006727735500038194,0.005418380954879546,0.00016802179877339896,0.00013532132981048672
-0.734,0.0003759062281608605,0.0003030362908768657,0.006757186688976066,0.005447296792628776,0.00015698816837894647,0.00012655579688014896
-0.732,0.0003818082799748046,0.00030808788257945,0.00676136594570169,0.005455866273234034,0.00014720235360154987,0.0001187801936479892
-0.73,0.0003877262132719883,0.0003131614184656512,0.006765118060368992,0.005464097848825552,0.00013565516417579637,0.00010956691134442919
-0.728,0.00039301985616668755,0.0003177393829436622,0.006758463147055912,0.005463922181789866,0.00012427464441799874,0.0001004706205382426
-0.726,0.0003960909297157089,0.00032052696516274634,0.006712717682925833,0.0054321037556876615,0.0001115430716953636,9.026352176533465e-05
-0.724,0.0003991789708961413,0.0003233330468679398,0.0066680302588122105,0.0054010724446461825,0.0001050785512226593,8.511312119227606e-05
-0.722,0.0004014180441928028,0.0003254555948343098,0.0066100961441200555,0.005359232858658678,9.226345357027377e-05,7.480395462431868e-05
-0.72,0.00040260038289474664,0.00032672403660060766,0.006536114827007403,0.0053042816417868,8.144436926948995e-05,6.609490258004785e-05
-0.718,0.00040490824040351203,0.0003289085825806875,0.006481754278770962,0.0052651549159441905,7.236868200388713e-05,5.878536973564781e-05
-0.716,0.00040334809566655583,0.00032795172806796376,0.006367296560644611,0.0051770813662422,6.286075682426784e-05,5.1110428063657346e-05
-0.714,0.00040362522510051235,0.00032848773984325234,0.006284170975246861,0.005114331295655159,5.168341709760327e-05,4.206220972819534e-05
-0.712,0.00040121843116835976,0.0003268378301490899,0.006161610166112525,0.005019328975123125,4.0445726140592164e-05,3.2947622401345796e-05
-0.71,0.000399839981510941,0.00032602271749490743,0.006057541647824496,0.004939216388264768,2.978871095316027e-05,2.4289208044978557e-05
-0.708,0.00039845736402899234,0.0003252020857494215,0.0059558005330629165,0.004860843167949707,2.12931148515505e-05,1.737843490156293e-05
-0.706,0.0003932008186305902,0.0003212146275963637,0.005799180569392796,0.004737481558276326,1.3665093203107936e-05,1.1163323208718337e-05
-0.704,0.00038959990675646594,0.0003185728736091135,0.005670445438861536,0.0046366800062685835,2.736593425756162e-06,2.2376915816047735e-06
-0.702,0.0003846130683491378,0.0003147912423175719,0.005524796886170698,0.004521837187734824,1.0904885480500504e-05,8.925236114497984e-06
-0.7,0.0003782319332462647,0.0003098596730749669,0.00536280154456879,0.004393378208719566,1.4286546402342282e-05,1.1703994846775256e-05
-0.698,0.00037209548714856044,0.0003051189143380753,0.005208083319623518,0.004270636928287494,2.4965295351564443e-05,2.0471583442659367e-05
-0.696,0.00036496817046616226,0.000299555416689327,0.0050433048522436855,0.004139400114194972,3.285327616409095e-05,2.6965027712892663e-05
-0.694,0.00035834660478206715,0.0002943964258934826,0.004889316655400509,0.004016774065117132,3.931819947267101e-05,3.2301512677539996e-05
-0.692,0.0003489685392134012,0.0002869605241776518,0.004701749348012315,0.0038662982643042037,5.050731449218748e-05,4.153269940652301e-05
-0.69,0.00033975738997948923,0.00027964755180753055,0.004520817517320732,0.0037209950045933114,5.6366271058538864e-05,4.639395689668923e-05
-0.688,0.0003296251980708931,0.00027156157845532723,0.004331997183580101,0.0035689140269671766,6.211008807033291e-05,5.116936949326138e-05
-0.686,0.00032071489208385096,0.0002644675769605758,0.004163448748786175,0.00343325872782714,7.391775274223633e-05,6.0953979514612464e-05
-0.684,0.0003087721045536007,0.00025485686216318977,0.003959862845705539,0.0032684242020895485,7.699744532807529e-05,6.355278544111017e-05
-0.682,0.00029780475937013495,0.00024603361221679353,0.0037733503282081416,0.0031173813789007335,8.422366425786532e-05,6.958200532229344e-05
-0.68,0.00028573053901492784,0.0002362781551620551,0.0035772426027476573,0.002958116712544215,8.845325431638962e-05,7.314434018851846e-05
-0.678,0.0002728749699986155,0.00022585737544527826,0.0033759379232182257,0.002794248512452866,9.638060587691122e-05,7.977379049201683e-05
-0.676,0.00025749698106114494,0.0002133270573462793,0.0031483484618783164,0.002608294319045635,0.00010231136219918113,8.476131153498045e-05
-0.674,0.0002449993017660246,0.00020316150817051615,0.0029607431121954583,0.002455145919368949,0.00010723568575776721,8.892337035741191e-05
-0.672,0.00023293193035078819,0.00019333386782451078,0.0027824842742897,0.0023094663153272765,0.00010881444391996897,9.031615925965616e-05
-0.67,0.00021649013868774158,0.00017985350774854669,0.00255651468141627,0.0021238756455626484,0.00011520727853320256,9.571074824912376e-05
-0.668,0.00020135949736199699,0.00016743811891466398,0.0023508866440940723,0.0019548521059380083,0.00011932318338281345,9.922178804712543e-05
-0.666,0.0001847253478058919,0.0001537480707316661,0.0021324377710995146,0.0017748413910493523,0.0001236158344180005,0.0001028862377545702
-0.664,0.00016996120492884792,0.00014159029397716485,0.0019401379797950422,0.0016162788857047956,0.00012530144184763614,0.00010438539779943702
-0.662,0.0001545937693798738,0.00012890676244343776,0.0017452156045729274,0.0014552338962539799,0.00013114050704488012,0.00010935044960839895
-0.66,0.00013480804547283398,0.00011251206283182805,0.0015051832560790794,0.0012562401041228057,0.00013264210632035756,0.00011070434964113088
-0.658,0.00011789415049001661,9.848602687160671e-05,0.0013020470026561643,0.0010876997336907643,0.0001346739414140874,0.00011250347330961229
-0.656,9.994379079392157e-05,8.356737937176581e-05,0.0010919385321744956,0.0009130176156418603,0.0001378191886425295,0.00011523665783047003
-0.654,8.268068899763836e-05,6.919634793951453e-05,0.0008937277347837008,0.0007479702461242619,0.0001388531630566181,0.00011620768887935042
-0.652,6.373460243014328e-05,5.338902644697067e-05,0.0006817161024323722,0.0005710580694683069,0.00014027990360543363,0.00011750928377999698
-0.65,4.5794961330170025e-05,3.8396492986015586e-05,0.00048480399295870036,0.0004064808130532813,0.00013888791533989142,0.00011644968599803528
-0.648,2.6435810922098568e-05,2.2185189651860018e-05,0.000277146446118024,0.0002325839932274441,0.00014291615610739772,0.00011993662826915678
-0.646,7.732815115790714e-06,6.49537578330584e-06,8.059054325967103e-05,6.769408749775885e-05,0.00014201314258588393,0.00011928757036746863
-0.644,1.1819044296812464e-05,9.93675673608644e-06,0.00012061534492853689,0.00010140628219129905,0.00014109224151559463,0.00011862205150273715
-0.642,3.077406416251982e-05,2.5896572467192232e-05,0.000311649612291604,0.0002622551485712198,0.00014078120621285883,0.00011846828840859587
-0.64,5.0797766462884475e-05,4.278550590917006e-05,0.0005095285727608204,0.000429161344656317,0.0001417135719941065,0.00011936128877622202
-0.638,7.180509875948093e-05,6.0534288827469096e-05,0.0007131853196000065,0.0006012409546122562,0.00014119066206841335,0.00011902882197850071
-0.636,8.95789203884112e-05,7.558673229157904e-05,0.0008809469925159112,0.0007433434584570671,0.0001384266672773693,0.00011680448252939227
-0.634,0.00011042094302782246,9.325760545150269e-05,0.0010752472787100536,0.0009081156502664364,0.0001359790265703653,0.00011484305478520784
-0.632,0.00013092832533712073,0.0001106774014880642,0.0012624748515553293,0.0010672055542938956,0.00013545677458004501,0.00011450542719363206
-0.63,0.00015253817255189706,0.00012906125397331834,0.0014565478443628942,0.0012323727767333276,0.00013084470040825025,0.00011070659119576505
-0.628,0.0001713873590093451,0.00014514015788999593,0.0016207291710684905,0.0013725218075912858,0.0001285303882694322,0.00010884653894497954
-0.626,0.00019009053326690672,0.00016112399289964607,0.0017803575203101264,0.0015090615378436632,0.00012727695084757684,0.00010788212422898045
-0.624,0.00021221211811239815,0.0001800363849079031,0.001968611507664742,0.0016701294076916827,0.00012203760856044354,0.00010353419052342229
-0.622,0.00023142276552690078,0.0001965106129118444,0.002126526560670102,0.001805721389851868,0.00011921437962314485,0.0001012298455353405
-0.62,0.00024931706182707014,0.00021189524193664862,0.0022694620668844857,0.0019288219193842643,0.00011758448271881328,9.993536836632716e-05
-0.618,0.000272652284584729,0.00023193541168272711,0.0024587398057835243,0.0020915607948918335,0.00011402228589840746,9.699462398098662e-05
-0.616,0.00029437595180648035,0.00025063885762516367,0.0026300831220429704,0.0022393168501801597,0.00010731390584561851,9.136967406264905e-05
-0.614,0.00031301785721227215,0.0002667489845084159,0.002770973780633487,0.002361381068371998,0.00010054129266801048,8.567973712173174e-05
-0.612,0.0003330603404946286,0.00028408192258644316,0.00292153514183046,0.0024919067781005856,9.869795910555368e-05,8.418386270915379e-05
-0.61,0.0003503992916034093,0.00029913714013857305,0.0030458477167851303,0.0026002511909411666,9.295325631053508e-05,7.93545304617011e-05
-0.608,0.0003727273699207778,0.0003184815397979048,0.0032108370648291115,0.0027435396887121807,8.783200686512949e-05,7.504915132981017e-05
-0.606,0.0003923129964099603,0.00033551423663334424,0.0033494473254300937,0.00286451703822969,8.214093245317855e-05,7.024863438268597e-05
-0.604,0.0004103990860714335,0.00035129286768219883,0.003472885925061896,0.002972716307501201,7.850531102349123e-05,6.719887244808562e-05
-0.602,0.00042654997908997405,0.0003654407470065955,0.003577898927121277,0.0030653150175527196,7.192480799411705e-05,6.162057636892261e-05
-0.6,0.00044768463005717685,0.0003838864032242666,0.0037224466991658775,0.0031919717108767516,6.407850799794446e-05,5.494686729845206e-05
-0.598,0.0004655680805392137,0.00039957346787847036,0.0038376786275380625,0.0032936849021790154,5.66491166680283e-05,4.861906334532225e-05
-0.596,0.0004855772636532807,0.00041711334353156977,0.003968249121062296,0.003408746213526145,5.227656195305741e-05,4.490583307076903e-05
-0.594,0.0005001109444517926,0.0004299755720344729,0.004052233452624989,0.0034839497438305094,4.406750463870068e-05,3.78874942157631e-05
-0.592,0.0005187331873801604,0.0004463777392710767,0.0041675759877935125,0.0035862620571225144,3.8483444939396705e-05,3.311558537090789e-05
-0.59,0.000535589491488131,0.00046128676370715696,0.004266891223043291,0.0036749422358891273,3.054512727351799e-05,2.630757908986453e-05
-0.588,0.00055053723073617,0.00047457566819260056,0.004349453985529915,0.0037493286851748167,2.290595158993547e-05,1.9745453485216567e-05
-0.586,0.0005671069394281858,0.0004892861653257071,0.004443311579047531,0.003833581874437255,1.3454148255931386e-05,1.1607914046168769e-05
-0.584,0.0005849572088368893,0.0005051270670849893,0.004545534482006071,0.003925197376052262,7.710475169897535e-06,6.65821302749002e-06
-0.582,0.0006010176503764564,0.000519447549339141,0.004632279683226934,0.0040035867961590605,7.083437500998713e-07,6.122073533923766e-07
-0.58,0.0006151632045915401,0.000532135358457922,0.00470296841072167,0.00406821435738726,8.70112932038758e-06,7.526748243935615e-06
-0.578,0.0006317779420367264,0.000546981793645482,0.0047911956664428625,0.004148129627458617,1.5941826458920616e-05,1.3802141939894599e-05
-0.576,0.0006457133816722971,0.0005595310536986014,0.004857855507126804,0.0042094853347760955,2.40641396151986e-05,2.0852337550092308e-05
-0.574,0.0006581659326746481,0.0005708146991049226,0.004912379736606178,0.004260412795668213,3.230092247274996e-05,2.8013970986262824e-05
-0.572,0.000672005518956964,0.0005833205426012905,0.004976280696016838,0.004319557911134903,4.1312764189394e-05,3.5860693615612665e-05
-0.57,0.0006857011575588379,0.0005957215798319148,0.00503810501410848,0.004376991121101122,5.175752792374588e-05,4.496576382151237e-05
-0.568,0.0006982849958494519,0.0006071758799279293,0.005090854763572259,0.004426622709968261,5.9045196093787666e-05,5.134124190961707e-05
